"STATUS","CONTAIN","DATE"
"spam","Ayo diaktifkan iRing KERENnya, Cita Citata-Uwiw Uwiw Rp.0,1 hnya dgn balas YA!",2017-10-14 13:28:00
"ham","Maaf uang'nya mau di transfer pakai BANK apa? tolong di smskan No rekening'nya bisa sms saya ke No yang ini saja 085888222373 tks.",2017-10-14 10:44:00
"ham","Pulsa tdk ckp utk prpanjang.Utk tetap menggunakan internet.silakan daftar Pkt Internet 50MB Rp5,000/hari dgn Ketik Ya jika setuju atau tarif perKB",2017-10-12 16:33:00
"spam","Per 31 Okt 2017, pelanggan wajib registrasi ulang nomor prabayar dengan validasi Nomor Induk Kependudukan dan No. Kartu Keluarga. Info:im3.do/ulang",2017-10-12 10:28:00
"spam","Sisa kuota 5 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123#",2017-10-12 08:09:00
"spam","iRing keren cuman buat km, Repvblik-Aku Tetap Cinta,Rp.0,1 dengan hnya bls YA lho!",2017-10-11 13:54:00
"spam","Sisa kuota 6 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123#",2017-10-11 13:15:00
"ham","Go Mobile
10Oct17 14:21
8319545748
Transfer Dana
D 0076078351xxx0
C 49085722688068
GOPAY TIAR
IDR 100,000.00
Sukses.",2017-10-10 14:21:00
"ham","10/10/2017 14:19:08 Silakan gunakan passcode 7384 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!",2017-10-10 14:19:00
"spam","Sisa kuota 6 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123#",2017-10-10 10:37:00
"ham","Sms bgt nih ti haha",2017-10-09 21:54:00
"spam","Sisa kuota 7 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123#",2017-10-09 00:57:00
"spam","Kamu internetan dg tarif perKB, pemakaian sampai saat ini 2088. Ayo beli FreedomCombo,Nikmati BONUS KUOTA sd 10GB dismua jaringan & DATAROLLOVER. Info*123#",2017-10-08 14:14:00
"spam","Sisa kuota 10 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123",2017-10-08 13:54:00
"spam","Sisa kuota 38 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123",2017-10-08 13:45:00
"ham","G-265463 is your Google verification code.",2017-10-08 07:55:00
"ham","Ya",2017-10-07 05:07:00
"spam","Mau akses APPS dan YOUTUBE SEPUASNYA dengan harga hemat? Ayo beli Freedom Combo XXL hari ini hanya Rp169ribu (dari Rp199ribu). Tekan *123# atau im3.do/NV PAI3",2017-10-06 17:47:00
"ham","Selamat!Nikmati 100MB internet dijaringan data kuat IndosatOoredoo. Pkt Internet 100MB Rp10.000/7 hari Aktif sd 12/10/2017 16:47. Klebihan pakai:Rp2/KB. Info *123# atau im3.do/mc",2017-10-05 16:47:00
"ham","Registrasi paket Anda sedang diproses. Pastikan settingan APN : internet. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",2017-10-05 16:47:00
"spam","Ayo diaktifkan iRing KERENnya, Giselle-Cara Lupakanmu Rp.0,1 hnya dgn balas YA!",2017-10-04 13:26:00
"spam","awas ketinggalan iRing Gub3rnur-Kurang Apa Aku, Rp.0,1 lho.Lngsung bls YA aja ya!",2017-10-03 13:35:00
"ham","Harap masukkan 4225 di LINE dalam 30 menit.",2017-10-03 13:21:00
"spam","Pulsa CUMA CUMA! Pilih Video kisah cinta Model2 cantik dan dapatkan Pulsanya untuk kamu, tekan *812*179*1# sekarang!!",2017-10-03 12:00:00
"ham","BANK BRI
A/n.MUH. AMIN
no rek.5005-0101-0170-53-7.  ",2017-10-02 16:30:00
"spam","Pelanggan 085722688068, Kamu dapat 1 Pesan Chat. Hubungi *700*1# untuk baca. Pesan akan dihapus dlm 5 menit. Silakan hub *700*1# skrg",2017-10-02 15:05:00
"ham","Uber: Anda mendapatkan potongan 50% hingga Rp 5000, untuk 10 perjalanan uberMOTOR Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",2017-10-02 01:09:00
"spam","awas ketinggalan iRing JAZ-Dari Mata, Rp.0,1 lho.Lngsung bls YA aja ya!",2017-09-30 13:29:00
"spam","Kami Dari Distributor resmi SARTIKA SHOP
Menwarkn promo HP,laptop,kamera,dll
harga Rp550.000
beli 2 grts 1,Stok terbatas
Pin BBM : DCE8372B
WhatsApp:08975235879",2017-09-29 09:04:00
"spam","Kamu internetan dg tarif perKB, pemakaian sampai saat ini 2100. Ayo beli FreedomCombo,Nikmati BONUS KUOTA sd 10GB dismua jaringan & DATAROLLOVER. Info*123#",2017-09-28 22:07:00
"spam","Ayo diaktifkan iRing KERENnya, Last Child-Tak Pernah Ternilai Rp.0,1 hnya dgn balas YA!",2017-09-28 14:41:00
"spam","Ayo beli sticker baru Iqbal CJR di LINE Store pakai pulsa IM3 Ooredoo bisa dapat smartphone dan gratis pulsa. Info: bit.ly/im3lines4 SPI1",2017-09-28 14:16:00
"spam","Internetan di Malaysia & 41 negara lainnya semudah di dalam negeri. Daftar Paket Unlimited Roaming di *122*1#, mulai Rp250rb/3hr. Info: http://im3.do/ulRO PAI2",2017-09-28 12:02:00
"spam","Paket nelpon sepuasnya ke sesama Indosat Ooredoo + internet 1.5GB, hanya Rp 20rb, berlaku 7 hari. Ketik C12 ke 929 sd 30/09/17",2017-09-28 11:55:00
"ham","Hi Tiara, Ayo lebih hemat menggunakan Uber dengan potongan 50% untuk 10 perjalananmu minggu ini. Ayo cek aplikasimu sekarang! http://t.uber.com/nguber",2017-09-28 10:45:00
"spam","Pakai Indosat Ooredoo, bisa dapat BEBAS LANGGANAN iflix 3 bulan. Tonton film keren dari smartphone dan tablet kamu. Pakai iflix skrg http://im3.do/iflix PAI4",2017-09-27 14:13:00
"spam","HANYA di myIM3!DISKON s.d 25% utk pembelian paket Freedom Combo. Yuk beli paketnya skrg. Klik http://bit.ly/myim3fca. Dptkn jg penawaran menarik lainnya. ",2017-09-27 13:11:00
"spam","Kamu internetan dg tarif perKB, pemakaian sampai saat ini 2100. Ayo beli FreedomCombo,Nikmati BONUS KUOTA sd 10GB dismua jaringan & DATAROLLOVER. Info*123#",2017-09-26 22:02:00
"spam","Paket nelpon sepuasnya ke sesama Indosat Ooredoo + internet 1.5GB, hanya Rp 20rb, berlaku 7 hari. Ketik C12 ke 929 sd 28/09/17",2017-09-26 16:52:00
"spam","Sisa kuota TIDAK HANGUS dgn DataRollover. Simpan sisa kuotamu smp 100GB slm SETAHUN. GRATIS dgn pkt internet bulanan IM3 Ooredoo.Klik: http://im3.do/dr926 MAI1",2017-09-26 16:17:00
"spam","Ayo diaktifkan iRing KERENnya, Last Child-Tak Pernah Ternilai Rp.0,1 hnya dgn balas YA!",2017-09-26 14:05:00
"ham","WASPADA penipuan lewat telp! Go Mobile/CIMB Clicks tidak dikenakan biaya bulanan. Jangan berikan User ID, PIN, password, passcode ke siapapun utk alasan apapun.",2017-09-25 17:07:00
"spam","Pelanggan 085722688068, Kamu dapat 1 Pesan Chat + Raih BONUS PULSA. Hubungi *606*8# untuk baca. Pesan akan dihapus dlm 5 menit. Silakan hub *606*8# skrg",2017-09-25 10:11:00
"ham","De pesenin buat makanan kucing buat entar sore udah ga ada habis",2017-09-25 08:20:00
"ham","Ti aman? Udh di rumah?",2017-09-25 00:04:00
"ham","Udh sampe ti?",2017-09-25 00:02:00
"ham","Uber: Anda mendapatkan potongan 50% hingga Rp 5000, untuk 10 perjalanan uberMOTOR Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",2017-09-24 23:40:00
"ham","Ini muternya agak jauh, tunggu ya",2017-09-24 23:00:00
"ham","Ok",2017-09-24 22:59:00
"ham","Sekarang sampai mana?",2017-09-24 22:40:00
"ham","Ok, ke psr minggu ya",2017-09-24 22:07:00
"ham"," Ok, ber brp org ?",2017-09-24 22:04:00
"ham","Posisi sekarang dimana?",2017-09-24 20:51:00
"ham","Dd tuh udh di bus ?",2017-09-24 20:48:00
"ham","Syukurlah,trs ke Slipi?ibu nanyain tuh",2017-09-24 15:23:00
"ham","Dd sdh sampai?di sangk hujan besar dari jam 1",2017-09-24 15:02:00
"spam","awas ketinggalan iRing Ayu Ting Ting-Kamu Kamu Kamu (DM17), Rp.0,1 lho.Lngsung bls YA aja ya!",2017-09-24 13:53:00
"ham","Atas nama monika",2017-09-24 13:52:00
"ham","Itu no polisi nya ti",2017-09-24 13:52:00
"ham","B 6494 UVC",2017-09-24 13:52:00
"ham","MAAF, Paket EXTRA yang Kamu pilih tidak tersedia. Silakan daftar Paket EXTRA atau Paket Lainnya di *123# atau http://mycare.indosatooredoo.com",2017-09-24 13:36:00
"ham","Sahabat,mohon mencoba kembali registrasi pkt dgn kondisi Data/Internet OFF dan pastikan sisa pulsa diatas harga pkt yg dibeli. Info *123# atau http://im3.do/mc",2017-09-24 13:29:00
"ham","Registrasi paket Anda sedang diproses. Pastikan settingan APN : indosatgprs. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",2017-09-24 13:29:00
"ham","Sahabat,mohon mencoba kembali registrasi pkt dgn kondisi Data/Internet OFF dan pastikan sisa pulsa diatas harga pkt yg dibeli. Info *123# atau http://im3.do/mc",2017-09-24 13:27:00
"ham","Registrasi paket Anda sedang diproses. Pastikan settingan APN : indosatgprs. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",2017-09-24 13:27:00
"spam","TOPUP pulsa Rp 50000 berhasil via ATM CIMB_NIAGA kode trx 0924132605636889. Pulsa anda saat ini Rp 66551. Terima kasih telah menggunakan INDOSAT OOREDOO",2017-09-24 13:26:00
"ham","Syukurlah,baru nnk mau nanya sdh dpt atau blm",2017-09-24 10:11:00
"ham","(CITITRANS)CT: Pesanan anda tujuan Dipati Ukur-Central Park pd 2017-09-24 10:00:00 dgn no kursi Ä4Ñ tercatat dgn kode booking BODU170924150622181948607",2017-09-24 09:57:00
"ham","Ya",2017-09-23 21:39:00
"ham","Aku langsung rumah km kan ti ?",2017-09-23 15:53:00
"ham","No +6285721812244 tdk berhasil SMS kamu. Jgn sampai kamu melewatkan pesan darinya! Balas YA dgn biaya Rp 399. Info: *123*883#",2017-09-23 15:52:00
"ham","Hi Tiara, masa berlaku voucher Rp. 100.000,- km berakhir pada 30 sept 2017. Segera tukarkan di Levi's Store terdekat! Info klik http://bit.ly/2x9eeaa",2017-09-23 12:50:00
"spam","Paket nelpon sepuasnya ke sesama Indosat Ooredoo + internet 1GB, hanya Rp 15rb, berlaku 7 hari. Ketik C13 ke 929 sd25/09/17.",2017-09-23 07:21:00
"spam","Ayo diaktifkan iRing KERENnya, Farhad Dath-Gara Gara Perempuan (DM17) Rp.0,1 hnya dgn balas YA!",2017-09-22 14:06:00
"spam","Tidak perlu khawatir tagihan melonjak saat Roaming. Dgn IM3 Ooredoo, internetan di banyak negara mulai Rp25rb/hari. Tekan *122*1#. Info: http://im3.do/roam PAI2",2017-09-22 08:42:00
"ham","Aldwin Firdaus berbagi album dengan Anda https://photos.app.goo.gl/H0KJifP1yxUrCgA62 di Google Foto",2017-09-21 15:04:00
"spam","Cek kuota, isi pulsa&beli paket kini lbh mudah dg myIM3. Dapatkan jg berbagai penawaran menarik paket2 internet lainnya. Download sekarang di im3.do/myIM3 CVI1",2017-09-21 11:11:00
"spam","M4STER PULSA Cari Agen Chib ALL Operator Harga V5:4750 V10:8750 V20:18750 V50:47500 Cara DAFTAR Ketik: M4STER#NAMA#KOTA#NO.HP Kirim Ke 081527227336. Tks",2017-09-20 22:56:00
"spam","Buat Kamu pengguna Commuterline, dptkan BONUS 50% dgn top up stiker PayPro.Ayo pakai PayPro skrg! Tekan *123*4# atau aplikasi myIM3 di http://im3.do/ipp920 MAI1",2017-09-20 19:06:00
"spam","Kamu bisa SMSan Sepuasnya mulai Rp 1.000. Aktifkan sekarang juga dengan tekan menu *123*11# atau klik http://im3.do/sms untuk info lebih lanjut",2017-09-20 12:16:00
"spam","SPESIAL utk kamu pelanggan IM3Ooredoo! TANPA BIAYA LANGGANAN bisa nonton ratusan film box office & serial TV di iflix. Klik di im3.do/iflix PAI3",2017-09-20 11:09:00
"ham","Telegram code 78971",2017-09-19 23:07:00
"ham","Aku udah di perempatan itu ti",2017-09-19 20:05:00
"spam","Nelpon Ngga Perlu Mahal, Mulai Rp3rb Kamu Bisa ngOBROL Sepuasnya 24Jam ke semua nmr Indosat Ooredoo. Telp *123*999# . Info cek http://im3.do/ObR",2017-09-19 16:04:00
"spam","Pelanggan 085722688068, kamu beruntung dapat download Video + BONUS Nelpon 60mnt. Hubungi *900*8# untuk ambil sekarang.",2017-09-19 11:03:00
"spam","Dominos Pizza Riau (Factory Outlet) telah dibuka! Dapatkan disc. 50% dlm waktu yg terbatas. Pengiriman GRATIS dijamin dlm 20 menit. Hub.1500366",2017-09-19 10:04:00
"ham","lokasinya sebelah mna ya teh?",2017-09-18 21:37:00
"ham","Ok aku kesana sekarang",2017-09-18 13:18:00
"spam","'GRATIS YouTube & Instagram selama 3 hari hanya di aplikasi myIM3. Download aplikasinya sekarang di http://bit.ly/myim3arn",2017-09-18 13:13:00
"spam","Isi Voucher Regular 25K pd 18/09/17 13:13 dr GO-JEK SUKSES. TID:00991900002864547709",2017-09-18 13:13:00
"spam","Pelanggan 085722688068, Ada yang Ngajak Kamu Chatting. Hubungi *858*11# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858*11# sekarang.",2017-09-18 10:09:00
"spam","Sekarang bs ngOBROL Sepuasnya 24Jam ke Semua no Indosat Ooredoo, mulai Rp3rb. Aktifkan skrg, telp *123*999# atau cek di http://im3.do/ObR utk info lbh lanjut",2017-09-17 16:05:00
"spam","Pulsa habis saat di Tanah Suci? Kini kamu bisa membelikan Paket Nelp & SMS utk keluarga & kerabat yg sedang berangkat Haji.Tekan *122*1*2# lalu pilih GIFT. PAI3",2017-09-17 15:19:00
"spam","Ayo nonton Video Edukasi Anak Bintang dan dapatkan hadiah HP Samsung S8 serta Uang Tunai. Tekan *567*6#. Tarif Rp3.000/SMS/7hari. Info: 02129375634. DBI1",2017-09-17 10:11:00
"ham","Kamu belum trdaftar di Pkt Internet. Utk mnghindari tarif internet perKB, Aktifkan FREEDOMCOMBO! BONUS 4G, STREAM ON,UNLIMITED Nelp&SMS di *123# atau im3.do/mc",2017-09-17 10:01:00
"spam","Pulsamu <Rp500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#",2017-09-17 09:59:00
"spam","Kamu internetan dg tarif perKB, pemakaian sampai saat ini 16200. Ayo beli FreedomCombo,Nikmati BONUS KUOTA sd 10GB dismua jaringan & DATAROLLOVER. Info*123#",2017-09-17 09:31:00
"spam","Sisa kuota bonus 4G kamu 218 MB. Terus nikmati internetan di jaringan Indosat Ooredoo. Cek Kuota *123# atau http://im3.do/mc",2017-09-17 00:12:00
"ham","(CITITRANS)CT: Pesanan anda tujuan Fatmawati-Dipati Ukur pd 2017-09-17 07:15:00 dgn no kursi 5 tercatat dgn kode booking BOAP17091625742",2017-09-16 22:46:00
"spam","Sisa kuota bonus 4G kamu 297 MB. Terus nikmati internetan di jaringan Indosat Ooredoo. Cek Kuota *123# atau http://im3.do/mc",2017-09-16 22:11:00
"spam","Seberapa puaskah Anda dengan layanan IM3 Stream On Spotify?
5-Sangat puas
4-Puas
3-Cukup puas
2-Kurang puas
1-Sangat kurang puas",2017-09-16 15:48:00
"spam","Hai Sahabat Indosat Ooredoo!
Anda saat ini berlangganan layanan Stream On, dan kami ingin menanyakan pengalaman Anda lewat 3 pertanyaan singkat. GRATIS",2017-09-16 15:48:00
"spam","Paket nelp&SMS sepuasnya ke Indosat Ooredoo + internet 15GB+70GB(4G),00-24,100rb,30hr.Sisa kuota paket internet sblmnya akan hangus. Ketik C7 ke 929 sd 18/09/17",2017-09-16 12:14:00
"ham","16/09/2017 11:46:53 Silakan gunakan passcode 9959 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!",2017-09-16 11:46:00
"spam","'GRATIS YouTube & Instagram selama 3 hari hanya di aplikasi myIM3. Download aplikasinya sekarang di http://bit.ly/myim3arn",2017-09-16 11:46:00
"spam","Isi Voucher Regular 25K pd 16/09/17 11:46 dr GO-JEK SUKSES. TID:00989400002842036794",2017-09-16 11:46:00
"spam","ngOBROL 24Jam Sepuasnya ke semua nomor IndosatOoredoo. Harga paket mulai Rp3rb, aktifkan di *123*999# atau http://im3.do/ObR untuk info lebih lanjut",2017-09-15 15:56:00
"spam","Truecaller code 794761",2017-09-15 10:10:00
"spam","Internetan di Singapura & 41 negara lainnya semudah di dalam negeri. Daftar Paket Unlimited Roaming di *122*1#, mulai Rp250rb/3hr. Info: http://im3.do/ulRO PAI3",2017-09-14 18:09:00
"spam","Kamu bisa hemat s.d. 200MB/bln & dapat bonus GRATIS 500MB YouTube & Instagram. Download aplikasi myIM3 di im3.do/myIM3 & aktifkan fitur Smart Data Control.",2017-09-14 15:24:00
"ham","CT: Pesanan anda tujuan Dipati Ukur - Fatmawati pd 12/09/17 12:15 dgn no kursi 4 tercatat dgn no booking BDUB01YDQ6",2017-09-12 12:17:00
"spam","Terima kasih Anda sdh menggunakan layanan IndosatOoredoo.Brdasar pngalaman Anda,sberapa puas Anda thdp kualitas layanan kami?Balas U1 sd U5 (U5= Sgt puas). FREE",2017-09-12 09:34:00
"spam","Kamu bisa SMSan Sepuasnya mulai Rp 1.000. Aktifkan sekarang juga dengan tekan menu *123*11# atau klik http://im3.do/sms untuk info lebih lanjut",2017-09-12 07:57:00
"spam","Siapa bilang Nelpon mahal? Paket Obrol Sepuasnya 24 Jam ke semua nomor Indosat Ooredoo Harga Mulai Rp3rb. Aktifkan di *123*999# atau http://im3.do/ObR utk info",2017-09-11 15:58:00
"spam","Nelp ke Malaysia, SG, HK,China,AS,Thai,Brunei,Korsel &India dgn FlatCall 01016 hny Rp4rb & dpt Bonus Berlipat. Tkn 01016+Kode Negara+No telp. Info *122*2#. PAI3",2017-09-11 15:26:00
"spam","Uber: Anda mendapatkan potongan 50% hingga Rp 7000, untuk 10 perjalanan uberMOTOR Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",2017-09-11 00:30:00
"spam","Uber: Anda mendapatkan potongan 50% hingga Rp 7000, untuk 10 perjalanan uberMOTOR Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",2017-09-10 23:28:00
"spam","Update myCare menjadi myIM3 & dptkn extra bonus 500MB YouTube. Download di http://bit.ly/myim3ytb skrg & aktifkn pktnya di menu Direkomendasikan Utk Anda.",2017-09-10 13:19:00
"spam","Eksplorasi alam Jambi lewat Festival Geopark Merangin, 11-14 Sept'17. Info Lengkap: bit.ly/FGMJ17",2017-09-10 12:41:00
"spam","Pulsamu <Rp500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#",2017-09-10 09:04:00
"ham","De udah pulang blum ?",2017-09-09 22:17:00
"ham","De aku prgi arisan kuncnya di tras ya",2017-09-09 20:26:00
"spam","Kini kamu bisa membelikan Paket Haji untuk keluarga & kerabat yg sedang beribadah di Tanah Suci. Tekan *122*1*2#, lalu pilih GIFT. Info: http://im3.do/haji PAI3",2017-09-09 08:02:00
"spam","Drama Korea favoritmu ada di iflix. Tonton The Bride of Habaek, Goblin & Strongest Deliveryman sepuasnya di IFLIX. Unduh sekarang di http://im3.do/iflix CVI2",2017-09-08 15:44:00
"spam","awas ketinggalan iRing Iwan Fals dan NOAH-Yang Terlupakan, Rp.0,1 lho.Lngsung bls YA aja ya!",2017-09-08 07:41:00
"spam","Terakhir hari ini !! Jangan lupa isi ulang akumulasi 150rb untuk mendapatkan bonus 3GB berlaku 30 hari. Ayo isi ulang sekarang juga",2017-09-08 07:34:00
"ham","Sy adanya di juanda kak ditunggu ya ",2017-09-07 18:14:00
"ham","Kak sy dr gojek ini posisinya dmn ya",2017-09-07 18:12:00
"spam","Mau telpon tapi pulsa gak cukup? Tekan *505# sekarang juga utk mendapatkan pulsa SOS mulai Rp 2000 sampai Rp 10.000.",2017-09-07 15:39:00
"ham","Hahaha.. Sendiri aja btw",2017-09-07 14:19:00
"ham","Jadi ceritanya aku ada di burger king bec, pas aku noleh kiri kearah j.co, ada afi and friends gitu.

Fin",2017-09-07 14:15:00
"spam","Buat Kamu pengguna Commuterline, dptkan BONUS 50% dgn top up stiker PayPro.Ayo pakai PayPro skrg!Tekan *123*4# atau aplikasi myIM3 di http://im3.do/ipp906 MAI1",2017-09-06 13:39:00
"spam","Dptkan harga PROMO utk pembelian/perpanjangan FreedomCombo & Freedom Internet Plus. Nikmati DATA ROLLOVER setiap beli pkt dgn harga sama/lbh bsr. Tkn *123# PAI4",2017-09-06 12:18:00
"spam","Suka Internetan? Dapatkan BONUS hingga 10GB di semua jaringan. BURUAN, kesempatan TERBATAS. klik: http://im3.do/bn905 MAI1",2017-09-05 15:33:00
"ham","05/09/2017 11:04:30 Silakan gunakan passcode 5775 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!",2017-09-05 11:06:00
"ham","05/09/2017 10:46:01 Silakan gunakan passcode 3475 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!",2017-09-05 11:02:00
"ham","Surprise! Hi Tiara, selamat km dpt voucher IDR 100.000,-. Tukarkan segera dgn menunjukan sms ini kpd staff toko, info klik http://bit.ly/2x9eeaa",2017-09-05 10:33:00
"spam","Spesial utk kamu. Isi ulang Rp150rb (akumulasi) smp dgn 8 September 2017, dptkan BONUS 3GB berlaku 30 hari! Buruan Isi ulang sekarang jg",2017-09-05 08:17:00
"spam","Uber: Anda mendapatkan potongan 50% hingga Rp 5000, untuk 10 perjalanan uberMOTOR Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",2017-09-04 00:57:00
"ham","Eh aku lupa, ke bojongkoneng aga susah pake online, ada ojek soalnya",2017-09-03 16:18:00
"ham","Ga enak sendirian wkwk",2017-09-03 16:17:00
"ham","Aku tunggu depan pager sasa",2017-09-03 16:02:00
"ham","Masih dijalan sih hehe",2017-09-03 15:54:00
"ham","Dimana ti ?",2017-09-03 15:52:00
"spam","Serunya Chatting Tanpa Internet dan bisa dapat hadiah pulsa Rp10rb. Ayo berlangganan Chat Seru dgn tkn*101#. Tarif Rp2.200/SMS,2SMS/mgu.Info: @Indosatcare. DBI1",2017-09-03 12:06:00
"spam","Superhero dari Marvel kini hadir di iflix, tonton Iron Man, Captain Amerika, Thor di iflix BEBAS LANGGANAN 3 bulan. Unduh sekarang di http://im3.do/iflix CVI2",2017-09-02 14:52:00
"ham","Ti depan ti",2017-09-02 13:47:00
"spam","Komunikasi dgn keluarga di Tanah Air pakai IM3 Ooredoo. Hemat Nelp,SMS&Internetan saat Ibadah Haji mulai Rp200rb/40hr, tkn *122*1#. Info http://im3.do/haji PAI2",2017-09-02 13:02:00
"spam","Download aplikasi myIM3 di im3.do/myIM3 & dapatkan GRATIS YouTube & Instagram selama 3 hari. Aktifkan paket gratisnya di menu Direkomendasikan Untuk Anda.",2017-09-01 13:37:00
"spam","Suka Internetan? Dapatkan BONUS hingga 10GB di semua jaringan. BURUAN, kesempatan TERBATAS. klik: http://im3.do/bn901 MAI1",2017-09-01 11:47:00
"ham","Hei",2017-09-01 08:36:00
"spam","GRATIS NELPON SEPUASNYA! Dengan paket OBROL, ngobrol seharian cuma mulai dari Rp 3.000. BURUAN daftar SEKARANG tekan *123*999# klik: http://im3.do/obr831 MAI1",2017-08-31 14:11:00
"spam","Buat Kamu pengguna Commuterline, dptkan BONUS 50% dgn top up stiker PayPro. Ayo pakai PayPro skrg!Tekan *123*4# atau aplikasi myIM3 di http://im3.do/ipp830 MAI1",2017-08-30 12:54:00
"spam","Pelanggan 085722688068, Ada yang Ngajak Kamu Chatting. Hubungi *858*11# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858*11# sekarang.",2017-08-29 13:03:00
"spam","Ibadah tenang & komunikasi lancar selama Ibadah Haji. Hemat Nelp,SMS,&Internetan di Tanah Suci mulai Rp200rb/40hr. Tekan *122*1#. Info: http://im3.do/haji PAI2",2017-08-28 15:57:00
"spam","ngOBROL 24Jam Sepuasnya ke semua nomor IndosatOoredoo. Harga paket mulai Rp3rb, aktifkan di *123*999# atau http://im3.do/ObR untuk info lebih lanjut",2017-08-26 16:52:00
"spam","Kamu berada di jaringan 4G, trs internetan dgn Kuota4G. Nikmati BONUS KUOTA sd 10GB dismua jaringan, Apps Tanpa Kuota& Data Rollover dg FreedomCombo. Info *123",2017-08-26 16:32:00
"spam","Mau dapat GRATIS Youtube & Instagram selama 3 hari? Download aplikasi myIM3 di im3.do/myIM3 dan aktifkan paketnya di menu Direkomendasikan Untuk Anda skrg.",2017-08-25 13:11:00
"spam","Jaringan 4G Indosat Ooredoo utk internetan lebih nyaman. BONUS KUOTA sd 10GB dismua jaringan, Apps Tanpa Kuota& Data Rollover dgn FreedomCombo. Info: *123#",2017-08-25 00:27:00
"spam","Destinasi Wisata di Solo ini pasti menarik untuk kamu kunjungi bersama orang-orang tersayang! Infonya di: http://bit.ly/dESOl",2017-08-24 13:00:00
"spam","Datanglah ke Wakatobi dan kunjungi destinasi wisata favoritnya! Ada apa saja ya? Cek di sini http://bit.ly/dESWKtb",2017-08-24 11:04:00
"spam","Buat Kamu pengguna Commuterline,dptkan BONUS 50% dgn top up stiker PayPro. Ayo pakai PayPro skrg! Tekan *123*4# atau aplikasi myIM3 di http://im3.do/ipp823 MAI1",2017-08-23 17:53:00
"spam","Dengan IM3 Ooredoo, komunikasi selama Ibadah Haji jd semakin terjangkau. Nelp, SMS,& Internetan mulai Rp200rb/40hr, tekan *122*1#. Info: http://im3.do/haji PAI1",2017-08-23 11:10:00
"spam","Anda baru sj menelpon dgn IndosatOoredoo. Berdasar pengalaman Anda menelpon, seberapa puas Anda thdp kualitas telepon kami? Balas T1 sd T5 (T5= Sgt puas). FREE",2017-08-23 09:35:00
"ham","Di tunggu ya bu",2017-08-22 18:16:00
"ham","Bu sy puter balik dlu yaa",2017-08-22 18:16:00
"spam","SELAMAT!kepada pelanggan 085722688068 kamu dpt BONUS GAME SETIAP HARI.Hubungi *858*38# sekarang utk dptkan BONUS GAME.kesempatan HANYA dlm 5 menit.",2017-08-22 16:06:00
"ham","Saya udh di gado gado tengku angkasa",2017-08-22 08:58:00
"ham","Go Mobile
21Aug17 17:21
7781428174
Transfer Dana
D 0076078351xxx0
C 49085722688068
GOPAY TIAR
IDR 100,000.00
Sukses.",2017-08-21 17:21:00
"ham","21/08/2017 17:20:24 Silakan gunakan passcode 6074 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!",2017-08-21 17:20:00
